date,year,month,day,day_of_week,is_weekend,volume_millions,value_crores,avg_txn_value_inr
2017-09-26,2017,9,26,Tuesday,0,1.86,68.88,370.32
2017-09-27,2017,9,27,Wednesday,0,1.75,64.94,371.09
2017-09-28,2017,9,28,Thursday,0,1.81,67.34,372.04
2017-09-29,2017,9,29,Friday,0,2.23,82.73,370.99
2017-09-30,2017,9,30,Saturday,1,1.81,67.05,370.44
2017-10-01,2017,10,1,Sunday,1,2.34,82.54,352.74
2017-10-02,2017,10,2,Monday,0,3.05,107.63,352.89
2017-10-03,2017,10,3,Tuesday,0,2.56,90.2,352.34
2017-10-04,2017,10,4,Wednesday,0,2.35,82.81,352.38
2017-10-05,2017,10,5,Thursday,0,2.39,84.32,352.8
2017-10-06,2017,10,6,Friday,0,2.52,89.06,353.41
2017-10-07,2017,10,7,Saturday,1,2.09,73.6,352.15
2017-10-08,2017,10,8,Sunday,1,2.16,76.19,352.73
2017-10-09,2017,10,9,Monday,0,2.71,95.73,353.25
2017-10-10,2017,10,10,Tuesday,0,2.48,87.61,353.27
2017-10-11,2017,10,11,Wednesday,0,2.6,91.69,352.65
2017-10-12,2017,10,12,Thursday,0,2.37,83.8,353.59
2017-10-13,2017,10,13,Friday,0,2.55,89.95,352.75
2017-10-14,2017,10,14,Saturday,1,2.1,74.16,353.14
2017-10-15,2017,10,15,Sunday,1,2.35,82.85,352.55
2017-10-16,2017,10,16,Monday,0,2.86,100.88,352.73
2017-10-17,2017,10,17,Tuesday,0,2.56,90.2,352.34
2017-10-18,2017,10,18,Wednesday,0,2.72,95.9,352.57
2017-10-19,2017,10,19,Thursday,0,2.62,92.4,352.67
2017-10-20,2017,10,20,Friday,0,3.0,105.79,352.63
2017-10-21,2017,10,21,Saturday,1,2.35,82.79,352.3
2017-10-22,2017,10,22,Sunday,1,2.24,79.03,352.81
2017-10-23,2017,10,23,Monday,0,2.82,99.49,352.8
2017-10-24,2017,10,24,Tuesday,0,2.64,93.11,352.69
2017-10-25,2017,10,25,Wednesday,0,2.72,95.98,352.87
2017-10-26,2017,10,26,Thursday,0,2.55,89.92,352.63
2017-10-27,2017,10,27,Friday,0,2.6,91.83,353.19
2017-10-28,2017,10,28,Saturday,1,2.14,75.63,353.41
2017-10-29,2017,10,29,Sunday,1,2.07,72.92,352.27
2017-10-30,2017,10,30,Monday,0,2.92,103.17,353.32
2017-10-31,2017,10,31,Tuesday,0,2.84,100.21,352.85
2017-11-01,2017,11,1,Wednesday,0,3.89,145.75,374.68
2017-11-02,2017,11,2,Thursday,0,3.95,147.92,374.48
2017-11-03,2017,11,3,Friday,0,3.65,136.56,374.14
2017-11-04,2017,11,4,Saturday,1,3.18,118.89,373.87
2017-11-05,2017,11,5,Sunday,1,2.97,111.32,374.81
2017-11-06,2017,11,6,Monday,0,3.59,134.59,374.9
2017-11-07,2017,11,7,Tuesday,0,3.52,131.64,373.98
2017-11-08,2017,11,8,Wednesday,0,3.48,130.36,374.6
2017-11-09,2017,11,9,Thursday,0,3.47,129.93,374.44
2017-11-10,2017,11,10,Friday,0,3.84,143.67,374.14
2017-11-11,2017,11,11,Saturday,1,3.05,114.15,374.26
2017-11-12,2017,11,12,Sunday,1,2.91,109.1,374.91
2017-11-13,2017,11,13,Monday,0,3.61,135.08,374.18
2017-11-14,2017,11,14,Tuesday,0,3.46,129.72,374.91
2017-11-15,2017,11,15,Wednesday,0,3.58,133.94,374.13
2017-11-16,2017,11,16,Thursday,0,3.67,137.34,374.22
2017-11-17,2017,11,17,Friday,0,4.31,161.29,374.22
2017-11-18,2017,11,18,Saturday,1,3.46,129.4,373.99
2017-11-19,2017,11,19,Sunday,1,3.24,121.22,374.14
2017-11-20,2017,11,20,Monday,0,4.1,153.56,374.54
2017-11-21,2017,11,21,Tuesday,0,3.88,145.22,374.28
2017-11-22,2017,11,22,Wednesday,0,4.2,157.17,374.21
2017-11-23,2017,11,23,Thursday,0,3.97,148.71,374.58
2017-11-24,2017,11,24,Friday,0,4.14,154.84,374.01
2017-11-25,2017,11,25,Saturday,1,3.16,118.17,373.96
2017-11-26,2017,11,26,Sunday,1,2.8,104.88,374.57
2017-11-27,2017,11,27,Monday,0,3.69,138.14,374.36
2017-11-28,2017,11,28,Tuesday,0,3.41,127.83,374.87
2017-11-29,2017,11,29,Wednesday,0,3.85,144.0,374.03
2017-11-30,2017,11,30,Thursday,0,3.94,147.5,374.37
2017-12-01,2017,12,1,Friday,0,5.65,195.08,345.27
2017-12-02,2017,12,2,Saturday,1,4.86,167.72,345.1
2017-12-03,2017,12,3,Sunday,1,4.11,141.93,345.33
2017-12-04,2017,12,4,Monday,0,4.93,169.99,344.81
2017-12-05,2017,12,5,Tuesday,0,4.9,169.13,345.16
2017-12-06,2017,12,6,Wednesday,0,4.7,162.31,345.34
2017-12-07,2017,12,7,Thursday,0,4.57,157.75,345.19
2017-12-08,2017,12,8,Friday,0,5.28,182.29,345.25
2017-12-09,2017,12,9,Saturday,1,4.07,140.26,344.62
2017-12-10,2017,12,10,Sunday,1,3.84,132.61,345.34
2017-12-11,2017,12,11,Monday,0,4.9,169.11,345.12
2017-12-12,2017,12,12,Tuesday,0,4.57,157.68,345.03
2017-12-13,2017,12,13,Wednesday,0,4.5,155.22,344.93
2017-12-14,2017,12,14,Thursday,0,4.82,166.43,345.29
2017-12-15,2017,12,15,Friday,0,5.34,184.17,344.89
2017-12-16,2017,12,16,Saturday,1,3.79,130.85,345.25
2017-12-17,2017,12,17,Sunday,1,4.07,140.38,344.91
2017-12-18,2017,12,18,Monday,0,4.84,166.87,344.77
2017-12-19,2017,12,19,Tuesday,0,4.62,159.57,345.39
2017-12-20,2017,12,20,Wednesday,0,4.61,159.06,345.03
2017-12-21,2017,12,21,Thursday,0,4.57,157.74,345.16
2017-12-22,2017,12,22,Friday,0,5.08,175.13,344.74
2017-12-23,2017,12,23,Saturday,1,3.87,133.61,345.25
2017-12-24,2017,12,24,Sunday,1,4.03,138.96,344.81
2017-12-25,2017,12,25,Monday,0,4.92,169.79,345.1
2017-12-26,2017,12,26,Tuesday,0,4.66,160.77,345.0
2017-12-27,2017,12,27,Wednesday,0,4.57,157.53,344.7
2017-12-28,2017,12,28,Thursday,0,4.61,159.13,345.18
2017-12-29,2017,12,29,Friday,0,5.18,178.56,344.71
2017-12-30,2017,12,30,Saturday,1,4.67,161.09,344.95
2017-12-31,2017,12,31,Sunday,1,4.43,152.83,344.99
2018-01-01,2018,1,1,Monday,0,5.93,205.62,346.75
2018-01-02,2018,1,2,Tuesday,0,5.76,199.68,346.67
2018-01-03,2018,1,3,Wednesday,0,4.65,161.3,346.88
2018-01-04,2018,1,4,Thursday,0,4.98,172.57,346.53
2018-01-05,2018,1,5,Friday,0,5.19,180.02,346.86
2018-01-06,2018,1,6,Saturday,1,4.25,147.24,346.45
2018-01-07,2018,1,7,Sunday,1,4.05,140.45,346.79
2018-01-08,2018,1,8,Monday,0,4.88,169.1,346.52
2018-01-09,2018,1,9,Tuesday,0,4.66,161.52,346.61
2018-01-10,2018,1,10,Wednesday,0,4.9,170.05,347.04
2018-01-11,2018,1,11,Thursday,0,4.93,171.13,347.12
2018-01-12,2018,1,12,Friday,0,5.16,178.78,346.47
2018-01-13,2018,1,13,Saturday,1,4.26,147.59,346.46
2018-01-14,2018,1,14,Sunday,1,3.92,135.87,346.61
2018-01-15,2018,1,15,Monday,0,5.13,177.96,346.9
2018-01-16,2018,1,16,Tuesday,0,4.72,163.64,346.69
2018-01-17,2018,1,17,Wednesday,0,4.8,166.49,346.85
2018-01-18,2018,1,18,Thursday,0,4.9,170.05,347.04
2018-01-19,2018,1,19,Friday,0,5.16,179.01,346.92
2018-01-20,2018,1,20,Saturday,1,4.11,142.38,346.42
2018-01-21,2018,1,21,Sunday,1,4.31,149.46,346.77
2018-01-22,2018,1,22,Monday,0,5.06,175.36,346.56
2018-01-23,2018,1,23,Tuesday,0,5.02,174.06,346.73
2018-01-24,2018,1,24,Wednesday,0,4.73,164.05,346.83
2018-01-25,2018,1,25,Thursday,0,4.97,172.51,347.1
2018-01-26,2018,1,26,Friday,0,5.5,190.73,346.78
2018-01-27,2018,1,27,Saturday,1,3.8,131.74,346.68
2018-01-28,2018,1,28,Sunday,1,4.05,140.28,346.37
2018-01-29,2018,1,29,Monday,0,5.23,181.24,346.54
2018-01-30,2018,1,30,Tuesday,0,5.6,194.09,346.59
2018-01-31,2018,1,31,Wednesday,0,5.69,197.45,347.01
2018-02-01,2018,2,1,Thursday,0,6.91,238.17,344.67
2018-02-02,2018,2,2,Friday,0,7.62,262.6,344.62
2018-02-03,2018,2,3,Saturday,1,5.17,178.3,344.87
2018-02-04,2018,2,4,Sunday,1,5.42,186.68,344.43
2018-02-05,2018,2,5,Monday,0,6.47,223.08,344.79
2018-02-06,2018,2,6,Tuesday,0,6.18,213.06,344.76
2018-02-07,2018,2,7,Wednesday,0,6.05,208.32,344.33
2018-02-08,2018,2,8,Thursday,0,6.03,207.84,344.68
2018-02-09,2018,2,9,Friday,0,6.53,225.07,344.67
2018-02-10,2018,2,10,Saturday,1,5.28,181.79,344.3
2018-02-11,2018,2,11,Sunday,1,5.13,176.63,344.31
2018-02-12,2018,2,12,Monday,0,6.48,223.31,344.61
2018-02-13,2018,2,13,Tuesday,0,6.5,224.06,344.71
2018-02-14,2018,2,14,Wednesday,0,6.28,216.44,344.65
2018-02-15,2018,2,15,Thursday,0,6.06,208.87,344.67
2018-02-16,2018,2,16,Friday,0,6.83,235.4,344.66
2018-02-17,2018,2,17,Saturday,1,5.13,176.71,344.46
2018-02-18,2018,2,18,Sunday,1,4.83,166.39,344.49
2018-02-19,2018,2,19,Monday,0,6.24,215.1,344.71
2018-02-20,2018,2,20,Tuesday,0,5.78,199.09,344.45
2018-02-21,2018,2,21,Wednesday,0,6.06,208.7,344.39
2018-02-22,2018,2,22,Thursday,0,6.12,211.05,344.85
2018-02-23,2018,2,23,Friday,0,6.92,238.41,344.52
2018-02-24,2018,2,24,Saturday,1,5.26,181.36,344.79
2018-02-25,2018,2,25,Sunday,1,5.16,177.9,344.77
2018-02-26,2018,2,26,Monday,0,6.58,226.72,344.56
2018-02-27,2018,2,27,Tuesday,0,6.57,226.48,344.72
2018-02-28,2018,2,28,Wednesday,0,7.09,244.28,344.54
2018-03-01,2018,3,1,Thursday,0,6.76,231.52,342.49
2018-03-02,2018,3,2,Friday,0,6.84,234.36,342.63
2018-03-03,2018,3,3,Saturday,1,5.08,174.01,342.54
2018-03-04,2018,3,4,Sunday,1,4.94,169.26,342.63
2018-03-05,2018,3,5,Monday,0,5.96,204.16,342.55
2018-03-06,2018,3,6,Tuesday,0,5.85,200.51,342.75
2018-03-07,2018,3,7,Wednesday,0,6.14,210.18,342.31
2018-03-08,2018,3,8,Thursday,0,5.78,197.85,342.3
2018-03-09,2018,3,9,Friday,0,6.25,213.98,342.37
2018-03-10,2018,3,10,Saturday,1,4.8,164.55,342.81
2018-03-11,2018,3,11,Sunday,1,4.74,162.24,342.28
2018-03-12,2018,3,12,Monday,0,6.18,211.51,342.25
2018-03-13,2018,3,13,Tuesday,0,5.6,191.72,342.36
2018-03-14,2018,3,14,Wednesday,0,5.76,197.2,342.36
2018-03-15,2018,3,15,Thursday,0,5.66,193.95,342.67
2018-03-16,2018,3,16,Friday,0,6.29,215.34,342.35
2018-03-17,2018,3,17,Saturday,1,4.94,169.23,342.57
2018-03-18,2018,3,18,Sunday,1,5.06,173.38,342.65
2018-03-19,2018,3,19,Monday,0,5.94,203.6,342.76
2018-03-20,2018,3,20,Tuesday,0,5.7,195.18,342.42
2018-03-21,2018,3,21,Wednesday,0,5.58,191.0,342.29
2018-03-22,2018,3,22,Thursday,0,5.67,194.15,342.42
2018-03-23,2018,3,23,Friday,0,6.27,214.74,342.49
2018-03-24,2018,3,24,Saturday,1,5.01,171.73,342.77
2018-03-25,2018,3,25,Sunday,1,4.72,161.81,342.82
2018-03-26,2018,3,26,Monday,0,6.18,211.75,342.64
2018-03-27,2018,3,27,Tuesday,0,5.98,204.78,342.44
2018-03-28,2018,3,28,Wednesday,0,5.82,199.21,342.29
2018-03-29,2018,3,29,Thursday,0,6.07,207.85,342.42
2018-03-30,2018,3,30,Friday,0,6.98,239.14,342.61
2018-03-31,2018,3,31,Saturday,1,5.37,183.9,342.46
2018-04-01,2018,4,1,Sunday,1,5.8,196.48,338.76
2018-04-02,2018,4,2,Monday,0,7.97,270.04,338.82
2018-04-03,2018,4,3,Tuesday,0,6.46,218.68,338.51
2018-04-04,2018,4,4,Wednesday,0,6.32,214.11,338.78
2018-04-05,2018,4,5,Thursday,0,6.39,216.27,338.45
2018-04-06,2018,4,6,Friday,0,6.63,224.38,338.43
2018-04-07,2018,4,7,Saturday,1,5.85,198.03,338.51
2018-04-08,2018,4,8,Sunday,1,5.41,183.13,338.5
2018-04-09,2018,4,9,Monday,0,6.67,225.89,338.67
2018-04-10,2018,4,10,Tuesday,0,6.47,219.14,338.7
2018-04-11,2018,4,11,Wednesday,0,6.42,217.56,338.88
2018-04-12,2018,4,12,Thursday,0,6.38,215.91,338.42
2018-04-13,2018,4,13,Friday,0,6.69,226.54,338.62
2018-04-14,2018,4,14,Saturday,1,5.47,185.33,338.81
2018-04-15,2018,4,15,Sunday,1,5.74,194.41,338.69
2018-04-16,2018,4,16,Monday,0,6.91,233.85,338.42
2018-04-17,2018,4,17,Tuesday,0,6.64,224.72,338.43
2018-04-18,2018,4,18,Wednesday,0,6.24,211.18,338.43
2018-04-19,2018,4,19,Thursday,0,6.15,208.1,338.37
2018-04-20,2018,4,20,Friday,0,6.82,230.81,338.43
2018-04-21,2018,4,21,Saturday,1,5.39,182.66,338.89
2018-04-22,2018,4,22,Sunday,1,5.59,189.34,338.71
2018-04-23,2018,4,23,Monday,0,6.33,214.3,338.55
2018-04-24,2018,4,24,Tuesday,0,6.62,224.31,338.84
2018-04-25,2018,4,25,Wednesday,0,6.3,213.45,338.81
2018-04-26,2018,4,26,Thursday,0,6.25,211.72,338.75
2018-04-27,2018,4,27,Friday,0,6.65,225.11,338.51
2018-04-28,2018,4,28,Saturday,1,5.07,171.65,338.56
2018-04-29,2018,4,29,Sunday,1,6.37,215.73,338.67
2018-04-30,2018,4,30,Monday,0,7.66,259.51,338.79
2018-05-01,2018,5,1,Tuesday,0,8.01,271.77,339.29
2018-05-02,2018,5,2,Wednesday,0,8.01,271.73,339.24
2018-05-03,2018,5,3,Thursday,0,7.17,243.36,339.41
2018-05-04,2018,5,4,Friday,0,8.19,277.82,339.22
2018-05-05,2018,5,5,Saturday,1,6.1,207.05,339.43
2018-05-06,2018,5,6,Sunday,1,5.83,197.88,339.42
2018-05-07,2018,5,7,Monday,0,7.55,256.32,339.5
2018-05-08,2018,5,8,Tuesday,0,7.19,243.83,339.12
2018-05-09,2018,5,9,Wednesday,0,6.66,225.95,339.26
2018-05-10,2018,5,10,Thursday,0,7.23,245.44,339.47
2018-05-11,2018,5,11,Friday,0,7.77,263.8,339.51
2018-05-12,2018,5,12,Saturday,1,6.31,214.1,339.3
2018-05-13,2018,5,13,Sunday,1,6.56,222.6,339.33
2018-05-14,2018,5,14,Monday,0,7.85,266.44,339.41
2018-05-15,2018,5,15,Tuesday,0,7.19,243.86,339.17
2018-05-16,2018,5,16,Wednesday,0,7.0,237.68,339.54
2018-05-17,2018,5,17,Thursday,0,7.8,264.82,339.51
2018-05-18,2018,5,18,Friday,0,7.84,265.94,339.21
2018-05-19,2018,5,19,Saturday,1,6.16,209.07,339.4
2018-05-20,2018,5,20,Sunday,1,6.15,208.78,339.48
2018-05-21,2018,5,21,Monday,0,7.65,259.59,339.33
2018-05-22,2018,5,22,Tuesday,0,7.21,244.77,339.49
2018-05-23,2018,5,23,Wednesday,0,7.12,241.61,339.34
2018-05-24,2018,5,24,Thursday,0,7.13,241.81,339.14
2018-05-25,2018,5,25,Friday,0,7.82,265.26,339.21
2018-05-26,2018,5,26,Saturday,1,6.04,204.96,339.34
2018-05-27,2018,5,27,Sunday,1,6.0,203.71,339.52
2018-05-28,2018,5,28,Monday,0,7.63,258.92,339.34
2018-05-29,2018,5,29,Tuesday,0,7.19,243.96,339.3
2018-05-30,2018,5,30,Wednesday,0,8.71,295.47,339.23
2018-05-31,2018,5,31,Thursday,0,7.67,260.23,339.28
2018-06-01,2018,6,1,Friday,0,10.51,356.73,339.42
2018-06-02,2018,6,2,Saturday,1,8.38,284.48,339.47
2018-06-03,2018,6,3,Sunday,1,6.47,219.61,339.43
2018-06-04,2018,6,4,Monday,0,8.54,289.84,339.39
2018-06-05,2018,6,5,Tuesday,0,8.12,275.66,339.48
2018-06-06,2018,6,6,Wednesday,0,7.87,267.0,339.26
2018-06-07,2018,6,7,Thursday,0,8.02,272.26,339.48
2018-06-08,2018,6,8,Friday,0,8.6,291.78,339.28
2018-06-09,2018,6,9,Saturday,1,7.41,251.61,339.55
2018-06-10,2018,6,10,Sunday,1,7.21,244.78,339.5
2018-06-11,2018,6,11,Monday,0,8.94,303.34,339.31
2018-06-12,2018,6,12,Tuesday,0,8.39,284.8,339.45
2018-06-13,2018,6,13,Wednesday,0,7.94,269.32,339.19
2018-06-14,2018,6,14,Thursday,0,8.08,274.38,339.58
2018-06-15,2018,6,15,Friday,0,8.99,305.16,339.44
2018-06-16,2018,6,16,Saturday,1,6.68,226.73,339.42
2018-06-17,2018,6,17,Sunday,1,7.16,242.91,339.26
2018-06-18,2018,6,18,Monday,0,8.56,290.7,339.6
2018-06-19,2018,6,19,Tuesday,0,8.12,275.63,339.45
2018-06-20,2018,6,20,Wednesday,0,8.39,284.71,339.34
2018-06-21,2018,6,21,Thursday,0,8.32,282.48,339.52
2018-06-22,2018,6,22,Friday,0,8.78,298.05,339.46
2018-06-23,2018,6,23,Saturday,1,7.27,246.65,339.27
2018-06-24,2018,6,24,Sunday,1,6.71,227.91,339.66
2018-06-25,2018,6,25,Monday,0,8.78,297.86,339.25
2018-06-26,2018,6,26,Tuesday,0,8.36,283.73,339.39
2018-06-27,2018,6,27,Wednesday,0,8.14,276.18,339.29
2018-06-28,2018,6,28,Thursday,0,8.29,281.49,339.55
2018-06-29,2018,6,29,Friday,0,9.85,334.2,339.29
2018-06-30,2018,6,30,Saturday,1,8.29,281.38,339.42
2018-07-01,2018,7,1,Sunday,1,7.38,259.57,351.72
2018-07-02,2018,7,2,Monday,0,9.04,317.93,351.69
2018-07-03,2018,7,3,Tuesday,0,7.84,275.7,351.66
2018-07-04,2018,7,4,Wednesday,0,7.44,261.64,351.67
2018-07-05,2018,7,5,Thursday,0,7.28,256.0,351.65
2018-07-06,2018,7,6,Friday,0,7.86,276.19,351.39
2018-07-07,2018,7,7,Saturday,1,6.6,232.06,351.61
2018-07-08,2018,7,8,Sunday,1,6.17,216.93,351.59
2018-07-09,2018,7,9,Monday,0,8.38,294.73,351.71
2018-07-10,2018,7,10,Tuesday,0,7.13,250.6,351.47
2018-07-11,2018,7,11,Wednesday,0,7.99,280.89,351.55
2018-07-12,2018,7,12,Thursday,0,7.65,268.98,351.61
2018-07-13,2018,7,13,Friday,0,8.19,287.9,351.53
2018-07-14,2018,7,14,Saturday,1,6.34,222.83,351.47
2018-07-15,2018,7,15,Sunday,1,6.55,230.4,351.76
2018-07-16,2018,7,16,Monday,0,7.97,280.35,351.76
2018-07-17,2018,7,17,Tuesday,0,7.85,276.14,351.77
2018-07-18,2018,7,18,Wednesday,0,7.63,268.21,351.52
2018-07-19,2018,7,19,Thursday,0,7.64,268.5,351.44
2018-07-20,2018,7,20,Friday,0,8.13,285.76,351.49
2018-07-21,2018,7,21,Saturday,1,6.45,226.74,351.53
2018-07-22,2018,7,22,Sunday,1,6.53,229.66,351.7
2018-07-23,2018,7,23,Monday,0,7.59,266.94,351.7
2018-07-24,2018,7,24,Tuesday,0,7.3,256.48,351.34
2018-07-25,2018,7,25,Wednesday,0,7.77,273.25,351.67
2018-07-26,2018,7,26,Thursday,0,7.64,268.66,351.65
2018-07-27,2018,7,27,Friday,0,8.17,287.2,351.53
2018-07-28,2018,7,28,Saturday,1,6.47,227.34,351.38
2018-07-29,2018,7,29,Sunday,1,6.54,229.98,351.65
2018-07-30,2018,7,30,Monday,0,9.04,317.78,351.53
2018-07-31,2018,7,31,Tuesday,0,8.54,300.21,351.53
2018-08-01,2018,8,1,Wednesday,0,11.65,394.98,339.04
2018-08-02,2018,8,2,Thursday,0,11.25,381.14,338.79
2018-08-03,2018,8,3,Friday,0,11.0,372.95,339.05
2018-08-04,2018,8,4,Saturday,1,8.05,272.79,338.87
2018-08-05,2018,8,5,Sunday,1,8.87,300.78,339.1
2018-08-06,2018,8,6,Monday,0,10.72,363.37,338.96
2018-08-07,2018,8,7,Tuesday,0,10.15,344.07,338.99
2018-08-08,2018,8,8,Wednesday,0,10.37,351.52,338.98
2018-08-09,2018,8,9,Thursday,0,10.58,358.51,338.86
2018-08-10,2018,8,10,Friday,0,11.19,379.16,338.84
2018-08-11,2018,8,11,Saturday,1,8.01,271.38,338.8
2018-08-12,2018,8,12,Sunday,1,8.18,277.13,338.79
2018-08-13,2018,8,13,Monday,0,10.39,352.12,338.9
2018-08-14,2018,8,14,Tuesday,0,10.08,341.72,339.01
2018-08-15,2018,8,15,Wednesday,0,10.23,346.75,338.95
2018-08-16,2018,8,16,Thursday,0,9.85,334.02,339.11
2018-08-17,2018,8,17,Friday,0,10.94,370.68,338.83
2018-08-18,2018,8,18,Saturday,1,8.33,282.5,339.14
2018-08-19,2018,8,19,Sunday,1,8.38,283.97,338.87
2018-08-20,2018,8,20,Monday,0,10.15,344.11,339.02
2018-08-21,2018,8,21,Tuesday,0,9.8,331.99,338.77
2018-08-22,2018,8,22,Wednesday,0,9.67,327.61,338.79
2018-08-23,2018,8,23,Thursday,0,9.78,331.46,338.92
2018-08-24,2018,8,24,Friday,0,11.2,379.56,338.89
2018-08-25,2018,8,25,Saturday,1,8.28,280.51,338.78
2018-08-26,2018,8,26,Sunday,1,9.36,317.2,338.89
2018-08-27,2018,8,27,Monday,0,10.73,363.58,338.84
2018-08-28,2018,8,28,Tuesday,0,10.13,343.34,338.93
2018-08-29,2018,8,29,Wednesday,0,9.81,332.66,339.1
2018-08-30,2018,8,30,Thursday,0,11.83,400.92,338.9
2018-08-31,2018,8,31,Friday,0,12.31,417.3,338.99
2018-09-01,2018,9,1,Saturday,1,13.28,463.43,348.97
2018-09-02,2018,9,2,Sunday,1,14.42,503.14,348.92
2018-09-03,2018,9,3,Monday,0,14.16,494.31,349.09
2018-09-04,2018,9,4,Tuesday,0,13.99,488.34,349.06
2018-09-05,2018,9,5,Wednesday,0,13.24,462.11,349.03
2018-09-06,2018,9,6,Thursday,0,13.51,471.57,349.05
2018-09-07,2018,9,7,Friday,0,15.33,534.91,348.93
2018-09-08,2018,9,8,Saturday,1,11.24,392.38,349.09
2018-09-09,2018,9,9,Sunday,1,12.23,426.92,349.08
2018-09-10,2018,9,10,Monday,0,14.49,505.69,348.99
2018-09-11,2018,9,11,Tuesday,0,13.3,464.1,348.95
2018-09-12,2018,9,12,Wednesday,0,13.78,481.02,349.07
2018-09-13,2018,9,13,Thursday,0,13.92,485.84,349.02
2018-09-14,2018,9,14,Friday,0,14.86,518.64,349.02
2018-09-15,2018,9,15,Saturday,1,10.86,379.02,349.01
2018-09-16,2018,9,16,Sunday,1,11.2,390.96,349.07
2018-09-17,2018,9,17,Monday,0,14.1,492.16,349.05
2018-09-18,2018,9,18,Tuesday,0,13.5,471.01,348.9
2018-09-19,2018,9,19,Wednesday,0,13.78,480.86,348.96
2018-09-20,2018,9,20,Thursday,0,13.6,474.58,348.96
2018-09-21,2018,9,21,Friday,0,14.07,490.92,348.91
2018-09-22,2018,9,22,Saturday,1,11.65,406.64,349.05
2018-09-23,2018,9,23,Sunday,1,11.75,409.9,348.85
2018-09-24,2018,9,24,Monday,0,14.43,503.6,349.0
2018-09-25,2018,9,25,Tuesday,0,13.97,487.37,348.87
2018-09-26,2018,9,26,Wednesday,0,13.87,483.88,348.87
2018-09-27,2018,9,27,Thursday,0,13.71,478.57,349.07
2018-09-28,2018,9,28,Friday,0,14.58,508.84,349.0
2018-09-29,2018,9,29,Saturday,1,12.45,434.39,348.91
2018-09-30,2018,9,30,Sunday,1,13.42,468.44,349.06
2018-10-01,2018,10,1,Monday,0,18.9,669.44,354.2
2018-10-02,2018,10,2,Tuesday,0,18.04,638.96,354.19
2018-10-03,2018,10,3,Wednesday,0,14.96,530.02,354.29
2018-10-04,2018,10,4,Thursday,0,15.05,533.25,354.32
2018-10-05,2018,10,5,Friday,0,17.29,612.63,354.33
2018-10-06,2018,10,6,Saturday,1,13.21,467.81,354.13
2018-10-07,2018,10,7,Sunday,1,13.54,479.73,354.31
2018-10-08,2018,10,8,Monday,0,16.35,579.15,354.22
2018-10-09,2018,10,9,Tuesday,0,15.57,551.62,354.28
2018-10-10,2018,10,10,Wednesday,0,16.0,566.64,354.15
2018-10-11,2018,10,11,Thursday,0,15.32,542.6,354.18
2018-10-12,2018,10,12,Friday,0,16.85,596.81,354.19
2018-10-13,2018,10,13,Saturday,1,13.01,460.82,354.2
2018-10-14,2018,10,14,Sunday,1,13.02,461.28,354.29
2018-10-15,2018,10,15,Monday,0,17.81,630.93,354.26
2018-10-16,2018,10,16,Tuesday,0,17.23,610.28,354.2
2018-10-17,2018,10,17,Wednesday,0,16.87,597.53,354.2
2018-10-18,2018,10,18,Thursday,0,17.76,629.08,354.21
2018-10-19,2018,10,19,Friday,0,18.02,638.47,354.31
2018-10-20,2018,10,20,Saturday,1,14.45,511.91,354.26
2018-10-21,2018,10,21,Sunday,1,14.32,507.31,354.27
2018-10-22,2018,10,22,Monday,0,18.71,662.87,354.29
2018-10-23,2018,10,23,Tuesday,0,17.21,609.82,354.34
2018-10-24,2018,10,24,Wednesday,0,17.64,625.01,354.31
2018-10-25,2018,10,25,Thursday,0,16.35,579.22,354.26
2018-10-26,2018,10,26,Friday,0,16.93,599.63,354.18
2018-10-27,2018,10,27,Saturday,1,13.64,483.17,354.23
2018-10-28,2018,10,28,Sunday,1,13.26,469.82,354.31
2018-10-29,2018,10,29,Monday,0,16.83,596.3,354.31
2018-10-30,2018,10,30,Tuesday,0,17.61,623.96,354.32
2018-10-31,2018,10,31,Wednesday,0,18.65,660.6,354.21
2018-11-01,2018,11,1,Thursday,0,21.51,747.22,347.38
2018-11-02,2018,11,2,Friday,0,21.51,747.32,347.43
2018-11-03,2018,11,3,Saturday,1,14.64,508.53,347.36
2018-11-04,2018,11,4,Sunday,1,15.64,543.16,347.29
2018-11-05,2018,11,5,Monday,0,19.2,667.03,347.41
2018-11-06,2018,11,6,Tuesday,0,17.22,598.3,347.44
2018-11-07,2018,11,7,Wednesday,0,17.28,600.17,347.32
2018-11-08,2018,11,8,Thursday,0,17.35,602.69,347.37
2018-11-09,2018,11,9,Friday,0,18.19,631.94,347.41
2018-11-10,2018,11,10,Saturday,1,14.39,499.91,347.4
2018-11-11,2018,11,11,Sunday,1,14.35,498.35,347.28
2018-11-12,2018,11,12,Monday,0,17.97,624.22,347.37
2018-11-13,2018,11,13,Tuesday,0,17.48,607.2,347.37
2018-11-14,2018,11,14,Wednesday,0,17.62,612.1,347.39
2018-11-15,2018,11,15,Thursday,0,20.14,699.72,347.43
2018-11-16,2018,11,16,Friday,0,20.21,702.08,347.39
2018-11-17,2018,11,17,Saturday,1,16.93,588.07,347.35
2018-11-18,2018,11,18,Sunday,1,16.24,564.03,347.31
2018-11-19,2018,11,19,Monday,0,20.18,701.06,347.4
2018-11-20,2018,11,20,Tuesday,0,19.64,682.15,347.33
2018-11-21,2018,11,21,Wednesday,0,18.6,646.1,347.37
